SA1 (UR),Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)",Not stated,Not applicable,Total
20701152025,29,17,12,23,24,27,30,23,40,39,40,43,77,22,45,17,76,565
20701152026,18,6,11,8,19,25,25,20,56,46,69,39,58,19,50,26,53,547
20701152027,31,16,13,20,18,20,27,19,21,18,27,24,34,12,71,21,70,450
20701152028,32,4,13,18,15,13,19,28,38,38,33,14,47,11,29,38,23,408
20701152101,54,12,16,12,18,11,25,16,19,29,20,18,31,11,40,0,50,388
20701152102,25,12,19,22,8,17,18,18,15,12,12,8,16,10,35,17,61,334
20701152103,33,21,21,13,14,12,25,15,19,24,16,18,40,12,43,20,49,384
20701152104,20,9,14,13,18,14,14,20,28,21,26,24,37,9,22,15,51,360
20701152105,46,18,15,15,62,33,21,18,28,30,25,17,41,10,49,10,77,521
20701152106,36,12,15,21,20,17,16,20,30,24,29,27,52,11,62,9,107,516
20701152107,38,12,10,5,26,9,11,6,20,15,14,14,29,8,36,7,47,301
20701152108,45,18,12,20,13,30,18,14,37,17,28,16,37,14,44,73,51,474
20701152109,30,26,18,23,24,29,21,32,32,41,31,14,47,12,64,20,84,545
20701152110,55,25,19,11,25,16,17,18,33,22,33,23,23,15,69,13,88,509
20701152111,63,20,6,10,19,14,20,18,25,14,13,8,20,16,54,8,68,396
20701152112,33,10,11,11,12,11,4,17,12,21,13,8,17,18,35,11,53,313
20701152113,42,20,7,16,23,25,19,21,28,36,32,17,43,15,45,11,62,475
20701152114,30,16,10,10,15,7,21,23,24,8,12,16,19,9,56,13,53,348
20701152115,32,12,12,14,10,6,17,15,15,14,14,11,23,6,48,13,85,342
20701152116,34,17,18,13,12,21,18,23,23,19,29,20,36,15,81,16,66,464
20701152117,26,8,20,12,12,14,10,18,17,13,11,12,22,12,34,12,30,290
20701152118,39,11,15,14,13,18,20,23,28,37,26,26,40,14,67,22,87,505
20701152119,79,29,23,14,12,17,28,27,36,20,31,27,51,16,57,19,77,560
20701152120,26,12,17,10,16,22,10,24,36,21,23,10,35,17,26,5,42,366
20701152121,41,21,18,17,3,9,23,15,24,20,13,15,30,16,47,17,62,401
20701152122,30,16,9,20,12,11,13,16,25,10,11,21,25,15,58,18,53,363
20701152123,35,22,24,26,18,17,29,34,44,23,28,16,34,14,37,10,71,487
20701152124,24,13,10,14,16,20,24,25,21,24,34,22,54,4,44,24,80,462
20701152125,38,14,15,20,20,12,26,35,38,32,27,20,37,8,45,18,36,429
20701152126,27,14,19,13,12,18,13,17,24,18,19,11,33,17,44,10,66,388
20701152127,29,6,13,9,10,25,18,24,24,22,7,14,35,7,18,14,33,318
20701152128,41,11,11,16,14,17,14,15,21,24,13,9,30,5,30,11,48,328
20701152201,22,7,9,19,13,22,18,22,37,31,41,24,50,11,37,16,65,433
20701152202,28,19,7,16,9,7,13,15,20,19,30,19,42,8,60,17,41,368
20701152203,25,7,14,7,10,8,14,8,17,14,21,15,28,5,43,16,41,304
20701152204,42,26,18,10,21,4,15,13,25,19,24,21,42,16,89,22,109,516
20701152205,46,21,24,17,18,16,20,16,41,24,25,15,46,26,64,40,69,546
20701152206,43,15,10,3,5,27,9,7,14,5,10,11,23,7,40,21,42,293
20701152207,30,16,14,5,5,15,16,23,31,20,11,8,30,18,64,5,55,363
20701152208,28,15,18,12,10,18,22,30,43,44,31,30,46,9,26,21,33,439
20701152209,19,7,15,16,21,24,14,21,17,24,11,13,20,14,22,3,65,323
20701152210,25,11,13,9,14,14,15,24,27,17,21,11,34,11,26,9,46,337
20701152211,36,22,11,21,14,15,19,24,21,29,24,22,27,19,64,27,55,447
20701152212,29,16,13,9,18,14,19,17,18,25,21,18,37,15,69,12,68,414
20701152213,30,18,3,16,16,17,15,22,30,19,25,15,43,16,43,13,67,421
20701152214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20701152215,20,8,3,20,12,22,12,13,26,21,18,9,23,11,33,4,38,306
20701152216,21,12,15,20,27,20,14,18,24,20,22,13,35,8,50,25,50,390
20701152217,17,5,14,24,9,12,14,17,25,19,16,11,23,5,10,4,23,263
20701152218,24,0,6,10,10,12,5,14,10,16,13,5,14,5,32,20,20,220
20701152219,33,9,9,9,12,9,10,17,14,17,8,9,28,8,24,6,54,272
20701152220,36,19,17,17,28,29,34,48,35,33,33,29,51,17,39,43,80,576
20701152221,95,14,23,39,20,28,29,37,52,19,26,15,60,16,45,38,129,692
20701152222,31,13,6,10,6,17,8,19,21,5,11,5,14,8,17,49,39,280
20701152223,26,11,9,17,10,18,21,28,28,18,21,21,44,13,25,19,89,430
20701152224,32,19,7,20,18,25,19,21,32,24,25,15,25,12,44,51,105,511
20701152225,91,23,18,20,20,18,23,19,36,48,40,33,52,31,103,36,131,752
20701152226,39,6,10,24,14,30,18,28,33,34,35,16,60,11,28,48,73,508
20701152227,27,19,13,24,12,20,21,22,15,19,15,18,36,13,38,5,77,413
20701152228,56,5,21,21,27,41,34,39,39,39,37,42,72,16,40,26,86,638
20701152229,95,14,26,12,33,31,39,23,32,24,20,23,23,5,34,21,52,510
20701152230,26,19,13,17,18,17,14,31,27,26,11,20,40,18,27,10,83,419
20701152231,30,9,22,24,22,26,34,46,41,41,44,38,59,30,39,20,112,627
20702115601,50,15,16,42,20,25,19,22,26,26,19,15,34,4,20,10,50,405
20702115602,40,25,18,36,33,27,27,39,33,31,28,22,48,13,18,11,99,551
20702115603,67,13,24,63,39,35,30,32,54,39,46,32,49,13,18,28,101,679
20702115604,36,12,22,35,31,29,15,23,25,23,25,12,24,10,11,18,65,415
20702115605,30,21,30,42,28,46,25,32,41,25,29,20,51,8,17,17,82,559
20702115606,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
20702115607,22,6,4,21,21,19,18,16,11,14,12,19,10,4,7,8,38,243
20702115608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20702115609,40,9,23,34,28,24,14,24,27,28,18,12,32,8,12,8,73,422
20702115610,52,19,19,35,29,21,24,25,41,26,21,19,32,8,18,12,68,484
20702115611,35,19,16,27,26,16,16,35,16,16,18,15,25,13,21,9,39,361
20702115612,34,10,11,22,13,13,21,21,22,9,29,12,22,9,12,6,44,318
20702115613,42,19,26,45,61,44,34,33,41,42,36,25,44,7,25,28,70,633
20702115614,27,16,17,23,27,12,12,15,21,19,15,15,24,9,9,3,26,278
20702115615,39,25,30,56,53,34,29,26,49,13,21,21,19,5,17,14,58,509
20702115616,19,17,18,27,21,18,24,14,13,15,14,17,16,8,11,11,36,292
20702115617,39,12,20,36,31,22,25,26,20,17,26,8,18,7,6,12,36,351
20702115618,40,13,22,26,43,26,27,22,28,21,18,19,33,4,19,21,50,427
20702115619,51,26,40,51,56,42,46,41,54,23,35,15,42,10,18,21,104,653
20702115620,47,20,37,32,33,30,24,28,30,19,33,15,35,7,35,21,78,521
20702115621,47,13,31,36,37,19,19,25,37,21,23,14,33,14,20,13,65,470
20702115622,20,18,18,16,30,14,18,25,17,21,17,16,21,10,4,10,49,327
20702115623,34,18,16,19,13,25,12,25,32,28,22,13,35,3,19,19,62,385
20702115624,26,12,18,30,20,23,25,27,28,22,13,6,24,6,11,12,54,364
20702115625,30,11,23,41,32,17,27,29,24,18,23,14,40,8,16,15,87,452
20702115626,35,10,14,33,20,26,22,21,17,24,17,9,32,7,9,10,72,388
20702115627,56,5,18,33,15,22,15,18,20,12,20,15,27,8,14,4,64,364
20702115628,23,17,9,40,20,32,18,25,21,13,21,5,32,7,3,24,65,387
20702115701,24,14,30,46,50,66,57,58,41,28,17,18,24,12,13,30,20,558
20702115702,37,14,11,29,30,18,18,20,18,22,13,6,15,0,9,15,49,328
20702115703,30,26,17,50,23,31,37,34,38,35,25,14,25,5,26,29,75,521
20702115704,26,9,28,25,21,18,32,7,30,17,19,18,27,4,13,12,67,367
20702115705,26,15,20,43,29,19,22,23,18,19,12,9,10,0,13,11,58,350
20702115706,30,13,32,40,30,29,19,26,33,24,16,16,32,0,8,21,62,438
20702115707,63,17,30,57,40,37,47,33,36,25,25,18,33,7,17,40,78,611
20702115708,68,16,32,58,57,38,29,47,59,33,29,30,48,11,19,38,73,688
20702115709,64,24,18,32,20,20,29,24,21,25,21,10,18,7,10,17,57,410
20702115710,63,11,41,21,30,27,30,45,42,28,25,15,30,7,10,20,53,525
20702115711,47,18,20,23,26,32,30,10,32,23,20,14,17,7,12,7,56,404
20702115712,94,20,26,33,46,59,47,49,55,43,36,18,36,8,7,29,86,700
20702115714,45,15,11,19,17,26,22,26,16,16,8,8,18,0,8,13,32,309
20702115715,59,32,39,50,39,44,28,48,47,20,30,16,33,11,21,18,92,627
20702115716,86,25,39,38,42,56,49,46,46,46,41,37,72,12,27,27,122,802
20702115717,51,17,30,36,31,23,20,25,22,15,17,19,29,0,21,7,46,406
20702115718,42,15,9,17,15,20,25,14,24,21,16,10,17,5,11,0,31,292
20702115720,41,18,21,19,22,29,20,26,25,25,30,10,25,7,13,15,67,403
20702115721,43,3,14,30,21,28,18,27,16,15,21,11,27,4,7,12,55,354
20702115722,30,15,14,21,14,17,21,18,37,27,16,15,30,0,5,14,57,356
20702115723,61,15,27,24,32,24,28,29,27,12,13,4,23,6,11,9,65,420
20702115724,45,16,18,49,34,27,38,29,38,27,25,4,21,0,6,4,73,464
20702115725,27,12,17,33,41,35,21,39,20,16,8,11,8,9,6,27,24,361
20702115726,55,10,22,34,39,31,25,18,21,21,11,12,30,9,17,20,70,454
20702115727,51,9,17,33,25,23,20,14,21,19,20,12,16,0,9,21,43,360
20702115728,41,19,14,17,10,26,22,25,25,18,20,12,17,4,7,14,54,340
20702115729,67,24,15,28,32,30,27,31,30,18,26,16,41,5,16,8,78,505
20702115730,53,8,14,33,27,23,31,40,38,20,16,11,15,4,5,20,70,432
20702115731,44,18,35,32,42,35,22,41,29,21,23,21,33,8,10,26,83,525
20702115732,54,15,40,27,34,41,25,39,27,31,30,27,28,13,15,15,90,550
20702115733,56,28,18,41,41,34,27,32,35,27,30,23,28,5,15,17,79,553
20702115734,67,21,33,33,28,32,19,45,49,39,43,24,46,15,14,21,103,630
20702115735,44,17,18,36,17,20,20,29,22,17,16,9,31,11,10,9,55,387
20702115736,75,15,24,43,36,29,30,41,43,36,17,16,37,3,11,27,64,539
20702115737,59,24,21,36,30,22,25,39,33,25,15,18,38,13,27,37,71,536
20702115738,47,9,21,23,26,25,35,28,30,19,28,18,29,13,6,10,80,454
20702115739,44,12,13,22,18,11,18,16,18,18,15,15,27,6,8,10,43,325
20702115740,21,7,8,20,20,18,13,14,15,14,11,8,16,0,7,11,34,255
20702115741,35,17,18,26,28,30,17,28,34,25,25,15,43,5,15,13,36,406
20702115742,51,16,24,39,30,22,30,40,37,29,18,18,30,11,14,12,86,507
20702115745,29,14,17,28,23,22,18,20,13,23,15,12,27,0,6,10,32,303
20702115746,46,22,20,30,28,32,29,27,31,17,34,23,30,10,12,14,84,496
20702115747,68,9,17,28,32,25,28,41,33,28,27,20,23,7,11,13,74,481
20702115748,28,8,14,28,31,28,18,20,23,19,26,16,28,0,0,19,40,354
20702115749,33,7,12,24,21,28,27,49,39,35,38,14,40,6,4,17,54,439
20702115750,47,10,15,21,32,27,16,36,24,45,25,15,27,6,3,15,68,429
20702115751,70,17,21,28,22,25,27,41,40,38,28,34,54,12,27,9,79,573
20702115752,66,20,11,18,15,15,13,23,30,26,37,24,63,16,33,4,132,546
20702115753,67,15,36,45,29,40,47,57,67,39,31,20,34,4,3,40,85,667
20702115754,27,11,14,16,12,23,25,21,33,31,31,14,19,3,8,27,34,350
20702115755,53,11,21,17,19,21,22,35,30,17,17,23,19,9,9,20,68,402
20702115756,30,15,12,21,17,10,8,8,15,17,11,16,28,15,26,8,92,342
20702115757,59,7,20,29,24,24,28,36,37,28,18,12,24,7,3,23,54,439
20702115758,28,16,20,34,26,25,21,32,41,36,16,18,24,7,5,25,33,420
20702115901,85,32,34,44,50,37,40,34,33,23,27,13,32,7,14,123,85,719
20702115902,24,13,16,29,18,17,10,9,14,8,12,9,12,0,6,16,29,235
20702115903,25,14,10,20,16,18,15,14,17,12,18,13,21,8,15,6,28,264
20702115904,54,22,27,26,43,35,35,40,36,35,32,21,31,8,18,8,82,545
20702115905,36,18,21,31,16,13,20,29,31,27,17,14,29,14,26,16,83,447
20702115906,28,4,15,11,30,16,26,22,45,28,31,20,43,4,13,15,66,416
20702115907,47,20,15,23,17,30,37,30,27,18,17,19,36,10,28,18,92,480
20702115908,33,6,8,15,11,13,3,19,20,10,10,10,12,4,25,7,24,232
20702115909,31,11,13,15,17,16,25,20,25,16,19,13,16,4,9,3,41,299
20702115910,48,28,28,34,27,32,20,37,40,18,23,17,40,4,18,24,104,549
20702115911,35,15,12,29,29,22,19,27,32,21,20,16,22,7,22,23,68,423
20702115912,36,29,16,10,26,35,24,26,34,28,28,18,29,10,31,18,66,480
20702115913,11,8,7,8,9,14,12,14,16,11,13,16,19,5,15,9,63,260
20702115914,23,15,9,25,38,28,12,14,23,17,11,15,14,8,20,27,78,390
20702115915,44,17,21,19,25,24,17,27,27,25,17,14,25,4,13,20,73,418
20702115916,40,8,3,15,13,11,16,19,18,25,18,13,17,9,20,19,37,299
20702115917,29,17,17,32,15,22,22,22,33,33,20,18,28,12,21,20,70,416
20702115918,26,16,23,18,13,21,28,22,30,11,12,5,21,11,25,0,60,362
20702115919,34,15,26,18,53,18,20,29,30,13,19,14,23,7,33,28,47,429
20702115920,62,18,20,23,20,22,24,38,39,21,24,16,35,0,22,28,64,482
20702115921,60,13,16,29,24,34,16,23,27,28,24,16,46,13,16,12,70,477
20702115922,58,11,14,24,29,27,16,35,21,23,22,15,43,13,16,16,65,435
20702115923,23,17,15,9,17,13,12,20,16,15,14,13,25,5,11,0,58,285
20702115924,57,22,22,22,21,25,18,37,29,17,18,10,28,8,22,20,96,469
20702115925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20702115926,52,17,20,25,26,15,12,25,36,29,24,16,38,12,29,11,87,476
20702115927,38,11,15,23,80,19,25,19,21,20,23,18,29,9,10,15,72,441
20702115928,33,13,11,12,9,8,15,13,10,15,19,16,21,10,30,9,40,282
20702115929,31,7,11,10,14,12,19,19,19,13,9,11,21,3,15,0,51,271
20702115930,43,11,27,41,29,18,16,23,18,22,24,15,32,13,14,12,63,414
20702115931,31,7,15,14,20,16,18,13,28,8,12,5,16,7,14,16,54,301
20702115932,14,4,6,7,0,6,10,16,15,10,11,4,13,0,15,3,16,147
20702115933,50,16,24,48,47,35,39,57,46,37,44,29,65,10,25,23,69,658
20702115934,57,17,23,35,24,44,28,35,48,23,42,19,56,12,31,25,101,615
20702115935,22,10,5,14,7,5,4,11,11,8,6,4,6,3,35,11,17,198
20702115936,26,7,19,38,46,48,32,13,20,10,12,10,13,7,26,29,37,412
20702115937,20,8,13,15,7,14,17,18,15,11,4,15,9,3,4,3,29,214
20702115938,38,13,19,42,24,23,21,25,18,23,20,9,33,5,13,8,73,411
20702115939,35,15,27,29,16,23,23,33,23,24,23,15,33,9,24,15,80,451
20702115940,28,17,22,18,16,8,20,8,18,23,19,5,19,3,11,12,49,303
20702115941,45,22,22,30,21,25,22,15,43,22,20,18,34,13,24,16,86,472
20702115942,41,14,15,34,26,15,23,20,18,17,21,27,24,7,7,25,52,377
20702115943,50,6,12,23,18,17,25,27,11,15,13,12,26,12,21,14,62,373
20702115944,32,6,10,14,4,14,66,13,15,0,7,10,14,3,21,12,26,259
20702116001,21,8,8,23,10,19,13,7,17,13,13,8,13,9,14,9,54,254
20702116002,42,20,18,35,41,30,36,26,49,38,23,23,34,10,19,32,69,546
20702116003,36,15,13,25,27,31,20,18,18,26,23,18,25,6,15,11,82,432
20702116004,29,7,15,15,27,19,11,15,27,15,17,18,26,5,15,7,79,352
20702116005,26,4,7,14,12,14,14,17,17,17,10,7,22,8,9,7,41,245
20702116006,46,23,16,45,40,13,26,35,44,32,35,15,31,8,17,16,106,552
20702116007,63,17,30,35,43,27,21,25,37,30,26,25,31,9,14,11,97,530
20702116008,59,25,7,36,25,21,36,20,35,24,20,12,38,7,23,6,63,466
20702116009,28,14,11,16,20,18,15,23,33,17,16,13,16,0,7,11,41,302
20702116010,35,21,38,26,32,18,26,19,25,13,18,8,24,8,19,73,63,466
20702116011,37,19,25,38,24,16,17,27,30,20,14,7,36,10,15,15,64,395
20702116012,43,21,20,19,42,17,26,28,25,24,20,20,32,10,17,14,71,441
20702116013,48,23,18,38,25,30,31,40,27,31,23,15,32,6,15,27,81,503
20702116014,56,15,21,44,38,32,31,27,44,30,22,15,28,7,21,18,60,510
20702116015,26,9,19,25,19,10,14,15,20,7,10,17,21,8,14,5,54,288
20702116016,36,20,21,15,28,18,13,17,26,26,33,18,38,8,9,13,71,413
20702116017,54,20,20,31,45,33,28,28,40,37,23,23,42,17,17,69,100,614
20702116018,39,16,7,21,25,21,16,7,18,17,9,11,17,3,24,8,45,299
20702116019,43,22,12,22,96,24,27,27,49,34,33,28,51,10,16,15,98,602
20702116020,38,10,23,16,11,21,16,24,24,17,11,22,26,9,9,20,56,355
20702116021,28,3,7,17,17,15,15,11,27,12,18,7,27,12,14,9,42,273
20702116022,26,20,8,21,23,20,20,10,28,17,17,14,37,11,13,12,97,382
20702116023,37,16,16,48,40,39,27,40,34,25,17,9,34,8,17,20,77,509
20702116024,45,28,34,45,24,35,29,37,28,26,21,13,31,18,27,19,88,537
20702116025,49,16,29,49,37,48,31,50,54,22,32,42,43,11,19,14,107,649
20702116026,39,5,17,19,35,19,20,27,23,18,16,12,30,3,13,15,76,395
20702116027,39,19,23,29,35,21,26,20,35,31,19,19,32,5,14,20,67,458
20702116028,35,20,18,30,22,16,25,17,32,20,18,15,31,10,17,10,91,424
20702116029,46,9,17,19,30,26,27,17,19,16,16,18,23,6,11,29,56,386
20702116030,17,3,16,12,18,16,22,19,12,6,14,4,21,4,17,15,41,251
20702116031,46,21,16,27,33,29,29,28,39,29,28,28,39,15,12,9,95,525
20702116032,50,20,23,35,34,34,21,26,35,12,22,17,34,3,14,36,104,529
20702116033,22,9,14,18,11,12,13,13,27,11,6,8,15,3,5,3,33,223
20702142401,44,19,18,30,28,20,17,24,26,13,15,18,35,9,15,14,69,410
20702142402,48,27,15,15,8,21,18,25,26,22,14,12,33,3,34,9,66,401
20702142403,75,26,28,36,26,37,33,32,32,35,22,11,33,10,21,14,105,579
20702142404,86,26,32,71,40,26,43,47,48,24,25,23,35,12,15,25,121,700
20702142405,53,16,20,22,23,33,32,20,28,22,21,6,22,14,12,3,84,436
20702142406,39,21,24,43,36,27,24,30,24,19,14,9,16,3,14,28,44,413
20702142407,28,15,16,13,13,11,15,8,19,18,11,8,23,9,10,9,41,263
20702142408,71,24,23,36,21,17,26,29,34,27,18,15,42,10,16,4,92,511
20702142409,49,19,21,30,22,17,28,20,31,27,24,17,43,10,16,16,63,454
20702142410,56,22,22,36,30,33,27,21,40,21,16,29,44,7,18,16,100,531
20702142411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20702142412,42,16,23,27,19,14,20,16,29,18,18,12,23,4,7,8,51,339
20702142414,53,15,27,17,24,33,23,15,29,18,22,9,33,0,3,15,84,429
20702142415,37,27,20,33,26,46,35,37,24,40,37,17,45,6,14,16,100,556
20702142416,69,14,34,52,39,36,31,42,55,31,41,21,35,11,8,23,111,644
20702142417,51,17,16,27,33,30,27,25,38,31,21,25,52,10,19,14,87,539
20702142418,54,19,27,44,38,33,26,26,53,42,27,20,28,11,22,0,78,550
20702142419,45,13,16,31,26,20,33,22,29,31,16,24,24,7,11,6,85,445
20702142420,44,7,27,33,27,27,20,26,29,23,17,9,26,12,22,9,57,415
20702142422,49,26,28,17,24,22,20,32,29,23,21,7,33,10,15,12,53,407
20702142423,43,23,31,37,32,31,25,28,33,29,16,18,24,0,7,19,107,513
20702142424,40,3,14,18,15,18,17,13,10,24,18,6,20,10,3,11,57,293
20702142425,51,22,32,42,23,27,33,29,39,34,17,17,37,17,13,20,94,537
20702142426,61,18,24,30,16,33,24,23,28,22,25,21,39,17,11,7,98,489
20702142427,41,15,19,34,33,16,25,30,26,15,16,21,44,6,21,11,109,477
20702142428,32,9,17,19,12,10,22,23,19,15,16,0,19,8,4,4,48,266
20702142429,43,18,13,22,12,19,18,24,18,14,20,15,33,3,5,17,69,371
20702142430,18,12,17,21,16,14,12,9,18,13,8,3,14,10,7,0,44,236
20702142431,23,12,12,13,11,15,7,19,19,22,10,16,16,7,8,6,38,241
20702142432,66,27,30,30,29,35,28,30,34,32,25,11,21,10,17,16,105,544
20702142433,44,19,18,20,22,18,19,22,31,20,21,16,17,4,9,3,65,359
20702142434,37,11,13,20,18,17,22,21,23,15,14,14,23,0,6,7,48,304
20702142435,30,3,7,26,21,21,21,20,27,27,24,12,16,4,4,8,35,295
20702142436,43,21,19,25,10,17,14,20,21,12,15,13,18,9,15,4,46,341
20702142437,72,21,20,33,37,49,48,57,82,48,55,19,34,4,11,19,97,705
20702142438,46,22,37,41,124,35,22,36,26,16,21,14,26,12,14,49,58,596
20702142501,57,20,24,26,37,38,27,33,29,26,17,14,28,9,6,20,73,464
20702142502,54,22,24,23,23,17,26,27,44,37,23,22,33,4,6,14,91,490
20702142503,51,27,38,61,48,31,34,38,43,28,19,21,32,19,6,40,81,602
20702142504,45,7,16,22,24,32,28,24,18,11,8,14,15,15,9,14,75,374
20702142505,68,16,35,44,56,38,54,47,36,45,49,33,43,13,8,21,142,754
20702142506,43,26,18,21,28,20,20,26,23,28,24,12,34,9,10,14,67,425
20702142507,44,11,15,15,19,14,11,14,19,14,14,11,15,6,10,0,57,290
20702142508,36,3,15,31,28,17,12,16,22,8,16,7,15,8,9,16,74,329
20702142509,39,20,17,30,18,16,18,24,27,13,15,9,26,5,9,5,70,353
20702142510,72,27,29,53,60,52,47,62,64,44,29,22,50,13,19,16,110,766
20702142511,42,22,8,28,8,21,20,23,21,15,20,17,29,3,4,14,75,391
20702142512,45,21,18,34,33,31,26,27,33,21,16,23,20,11,10,21,103,483
20702142513,31,4,10,25,90,25,19,26,20,28,10,13,31,7,8,47,74,456
20702142514,82,22,31,46,43,46,34,38,48,32,28,13,42,11,16,20,154,707
20702142515,28,12,22,18,20,23,25,14,15,7,13,12,21,10,3,19,56,323
20702142516,32,15,21,36,16,30,22,26,25,26,13,15,26,4,12,4,86,422
20702142517,39,16,13,29,28,26,31,21,32,15,17,11,19,8,10,17,64,395
20702142518,49,10,9,31,17,20,20,24,35,9,12,15,19,8,7,15,81,394
20702142519,61,18,28,33,36,31,36,23,31,31,25,21,30,4,17,20,90,537
20702142520,46,16,19,29,23,26,24,23,22,21,17,22,41,9,12,21,122,498
20702142521,43,6,10,28,37,30,20,17,21,26,13,12,20,9,12,3,66,392
20702142522,29,5,14,12,16,17,16,17,22,17,15,12,17,7,4,15,53,278
20702142523,58,22,27,39,40,25,22,28,28,21,18,22,27,7,15,18,124,539
20702142524,33,15,16,34,12,23,20,20,30,23,18,11,22,7,14,14,88,406
20702142525,40,16,27,18,41,29,24,33,36,37,32,22,42,13,22,21,115,558
20702142526,39,13,23,28,19,18,21,25,21,20,11,15,28,0,8,8,77,374
20702142527,27,12,13,12,11,14,18,10,23,11,14,3,9,7,8,8,60,257
20702142528,47,24,19,42,38,31,30,29,33,31,17,17,28,15,13,19,117,547
20702142529,16,12,12,20,10,7,19,19,24,19,21,15,17,8,8,0,64,277
20702142530,39,12,31,27,26,25,24,24,27,33,24,17,40,9,12,25,103,493
20702142531,26,14,10,21,22,13,12,15,16,12,12,16,20,9,3,17,62,299
20702142532,48,10,18,27,30,21,34,40,36,19,22,12,32,10,13,32,104,510
20702142533,34,12,17,18,28,18,17,22,33,19,16,18,37,6,14,11,116,429
20702142534,27,11,12,24,14,18,13,15,17,15,10,8,17,3,7,5,53,280
20702142535,23,13,11,15,16,13,19,15,12,20,11,13,18,0,6,4,49,270
20703116101,33,15,17,17,16,18,22,30,25,15,18,7,20,4,4,13,59,332
20703116102,52,9,37,41,32,19,24,32,36,33,23,22,40,7,16,11,117,544
20703116103,45,26,25,39,26,27,28,28,36,24,23,19,36,0,10,16,109,527
20703116104,38,14,16,31,18,25,17,18,22,18,18,9,28,7,5,11,58,357
20703116105,47,18,30,40,31,39,31,53,49,35,31,31,52,7,24,14,113,632
20703116106,43,9,18,23,24,33,17,28,24,23,33,24,32,12,9,6,79,446
20703116107,42,15,14,27,24,17,19,13,28,24,37,7,39,17,27,9,115,471
20703116108,30,16,11,19,26,22,26,21,17,19,19,10,22,0,12,5,63,341
20703116109,35,26,21,30,28,34,18,18,36,23,24,25,45,14,21,13,110,515
20703116110,28,16,10,18,17,15,23,15,16,13,11,8,23,3,13,0,70,297
20703116111,44,23,20,22,27,37,30,33,31,29,25,28,55,17,15,10,114,558
20703116112,53,10,21,31,27,24,24,40,46,32,22,23,21,9,15,23,105,522
20703116113,9,15,11,13,8,10,11,16,16,8,8,8,28,0,6,5,40,226
20703116114,23,10,7,14,28,22,23,27,33,24,21,14,20,8,9,7,64,358
20703116115,27,13,19,23,23,27,18,21,36,37,23,14,42,11,21,8,105,456
20703116116,48,22,9,25,13,39,37,37,38,39,21,26,29,7,25,11,115,551
20703116117,44,25,27,27,34,36,39,41,45,38,28,31,65,14,44,24,95,645
20703116118,40,22,24,37,25,15,22,18,38,22,40,20,49,18,33,14,114,553
20703116119,21,27,20,18,17,11,14,24,38,18,17,21,51,5,50,8,49,406
20703116120,50,9,12,16,25,26,23,34,47,34,21,17,42,8,37,8,50,468
20703116121,47,23,42,28,31,36,26,37,44,40,27,17,63,19,33,16,110,636
20703116122,34,26,13,14,20,22,21,21,31,29,15,16,32,14,37,17,63,411
20703116123,47,17,30,27,29,36,32,29,42,34,32,22,48,22,28,15,94,584
20703116124,43,22,27,30,20,31,16,25,32,33,24,27,48,18,39,19,126,593
20703116125,49,23,16,8,25,30,18,23,21,20,20,7,37,16,28,137,50,527
20703116126,33,9,6,11,10,25,14,17,16,10,16,10,25,13,21,3,71,301
20703116127,40,24,26,31,24,30,22,20,36,23,29,18,40,13,22,15,102,501
20703116128,36,17,32,27,21,29,26,38,49,31,37,17,51,10,29,21,89,546
20703116129,41,17,28,17,33,25,18,21,33,24,30,18,48,13,23,14,88,487
20703116130,26,11,8,24,36,30,15,28,37,24,27,31,48,11,13,9,65,444
20703116131,38,25,27,19,33,29,39,30,31,30,31,29,40,13,31,19,93,553
20703116132,63,23,22,37,23,24,31,28,29,26,29,22,46,12,27,17,110,566
20703116133,35,9,15,6,12,17,10,17,18,18,6,10,17,17,10,10,74,318
20703116134,30,18,18,23,20,30,26,21,19,24,17,17,37,4,16,12,68,406
20703116135,52,15,39,53,39,41,33,45,45,44,35,35,65,7,18,34,105,713
20703116136,69,35,33,29,42,39,26,47,35,36,31,32,64,24,41,22,103,700
20703116139,27,24,22,21,21,28,29,31,39,44,24,14,54,8,27,16,92,523
20703116140,31,15,9,23,15,17,18,18,29,12,17,16,40,7,18,16,73,372
20703116141,39,16,24,22,29,20,16,27,34,30,24,15,33,9,11,19,108,491
20703116142,59,30,15,28,23,39,29,24,48,34,30,35,69,27,44,9,135,667
20703116143,26,12,20,16,26,40,32,26,31,22,28,15,35,6,11,10,38,393
