SA1 (UR),"Oceania and Antarctica, nfd",New Zealand,Melanesia,Micronesia,Polynesia (excludes Hawaii),Antarctica,"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man",Ireland,Western Europe,Northern Europe,"Southern and Eastern Europe, nfd",Southern Europe,South Eastern Europe,Eastern Europe,"North Africa and the Middle East, nfd",North Africa,Middle East,"South-East Asia, nfd",Mainland South-East Asia,Maritime South-East Asia,"North-East Asia, nfd",Chinese Asia (includes Mongolia),Japan and the Koreas,"Southern and Central Asia, nfd",Southern Asia,Central Asia,"Americas, nfd",Northern America,South America,Central America,Caribbean,"Sub-Saharan Africa, nfd",Central and West Africa,Southern and East Africa,Supplementary codes,Not stated,Total
20604150309,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,19,70,0,48,7,0,56,0,0,4,5,0,0,0,0,5,0,83,312
20604150310,0,12,0,0,0,0,0,11,0,5,0,0,8,5,0,0,0,0,0,5,36,0,41,14,0,9,0,0,5,5,0,0,0,0,3,0,14,174
20604150311,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,46,5,0,28,0,0,0,12,0,0,0,0,3,0,21,199
20604150312,0,3,0,0,0,0,0,11,0,6,0,0,3,3,0,0,0,0,0,11,61,0,35,8,0,33,0,0,3,9,0,0,0,0,4,0,25,223
20604150313,0,4,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,6,0,15,58,0,42,0,0,37,0,0,4,12,0,0,0,0,6,0,33,265
20604150314,0,10,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,20,168,0,165,12,0,20,0,0,5,4,0,0,0,0,5,0,20,453
20604150315,0,7,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,6,0,6,17,0,22,3,0,10,0,0,3,4,0,0,0,0,6,0,5,107
20604150316,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,34,77,0,99,18,0,17,0,0,5,16,4,0,0,0,5,0,77,358
20604150317,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,16,0,12,5,0,15,0,0,5,3,0,0,0,0,0,0,5,85
20604150318,0,6,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5,0,25,84,0,215,11,0,6,0,0,8,3,0,0,0,0,9,0,5,395
20604150319,0,8,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,5,0,21,61,0,17,3,0,77,3,0,6,17,0,0,0,0,4,0,31,278
20604150320,0,9,0,0,0,0,0,15,3,0,0,0,0,3,3,0,0,26,0,43,34,0,31,9,0,125,0,0,6,13,0,0,0,0,4,0,56,379
20604150321,0,6,0,0,0,0,0,4,0,0,0,0,5,4,3,0,0,7,0,36,90,0,130,31,0,84,0,0,5,12,0,0,0,0,3,0,112,532
20604150322,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,9,11,0,4,0,0,6,0,0,3,0,0,0,0,0,3,0,37,91
20604150323,0,4,0,0,0,0,0,9,0,11,0,0,7,0,0,0,0,12,0,12,41,0,49,8,0,43,0,0,0,16,0,0,0,0,0,0,56,276
20604150324,0,6,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,4,8,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,51
20604150325,0,11,0,0,0,0,0,24,0,14,0,0,9,5,0,0,5,3,0,4,28,0,21,3,0,8,0,0,10,0,0,0,0,0,5,0,43,210
20604150326,0,13,0,0,0,0,0,18,0,4,0,0,0,3,0,0,0,5,0,14,37,0,25,9,0,25,4,0,4,5,0,0,0,0,4,0,126,300
20604150327,0,11,0,0,0,0,0,14,0,9,0,0,4,0,5,0,0,10,0,33,52,0,39,18,0,61,9,0,10,23,3,0,0,0,3,0,100,412
