SA1 (UR),"Oceania and Antarctica, nfd",New Zealand,Melanesia,Micronesia,Polynesia (excludes Hawaii),Antarctica,"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man",Ireland,Western Europe,Northern Europe,"Southern and Eastern Europe, nfd",Southern Europe,South Eastern Europe,Eastern Europe,"North Africa and the Middle East, nfd",North Africa,Middle East,"South-East Asia, nfd",Mainland South-East Asia,Maritime South-East Asia,"North-East Asia, nfd",Chinese Asia (includes Mongolia),Japan and the Koreas,"Southern and Central Asia, nfd",Southern Asia,Central Asia,"Americas, nfd",Northern America,South America,Central America,Caribbean,"Sub-Saharan Africa, nfd",Central and West Africa,Southern and East Africa,Supplementary codes,Not stated,Total
21302134601,0,4,0,0,0,0,0,23,0,3,0,0,5,6,7,0,5,4,0,6,0,0,4,6,0,4,0,0,3,3,4,0,0,4,4,0,23,125
21302134602,0,4,0,0,0,0,0,30,3,4,0,0,3,10,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,75
21302134603,0,12,0,0,0,0,0,33,0,10,0,0,5,7,5,0,3,0,0,21,0,0,3,0,0,0,0,0,11,5,0,0,0,0,3,0,21,150
21302134604,0,20,0,0,0,0,0,76,6,19,5,0,3,28,4,0,13,6,0,22,24,0,10,4,0,13,0,0,8,8,0,0,0,0,22,0,40,335
21302134605,0,5,0,0,5,0,0,29,0,10,0,0,16,16,3,0,0,3,0,19,6,0,0,0,0,7,0,0,6,4,0,0,0,0,22,0,30,181
21302134606,0,5,0,0,0,0,0,34,3,9,0,0,7,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,98
21302134607,0,0,0,0,0,0,0,20,0,0,0,0,6,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,62
21302134608,0,9,0,0,5,0,0,24,4,6,0,0,3,15,3,0,0,0,0,5,7,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,19,101
21302134609,0,16,4,0,0,0,0,41,0,6,3,0,15,15,4,0,4,9,0,5,4,0,3,0,0,9,0,0,4,5,0,0,0,0,3,0,13,176
21302134610,0,3,4,0,0,0,0,10,0,3,0,0,13,11,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,11,64
21302134611,0,4,0,0,0,0,0,23,0,7,3,0,5,5,0,0,5,0,0,7,16,0,0,0,0,0,0,0,10,3,0,0,0,0,8,0,3,103
21302134612,0,8,0,0,0,0,0,26,0,5,0,0,9,19,4,0,0,0,0,0,9,0,6,0,0,6,0,0,7,8,0,0,0,0,4,0,15,123
21302134613,0,8,0,0,0,0,0,39,0,11,0,0,16,23,3,0,0,11,0,12,16,0,0,3,0,0,0,0,12,3,0,0,0,0,9,0,17,184
21302134614,0,5,0,0,0,0,0,27,0,0,0,0,4,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,104
21302134615,0,0,0,0,0,0,0,18,0,0,8,0,0,7,0,0,3,0,0,0,0,0,0,5,0,3,0,0,5,5,0,0,0,0,3,0,5,71
21302134616,0,6,0,0,0,0,0,20,6,6,0,0,7,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,3,3,4,0,0,0,0,0,7,80
21302134617,0,6,0,0,0,0,0,51,5,12,0,0,4,11,3,0,0,5,0,8,3,0,0,0,0,6,0,0,3,5,0,0,0,0,5,0,25,158
21302134618,0,5,0,0,0,0,0,31,0,7,0,0,6,15,0,0,0,0,0,7,5,0,0,4,0,0,0,0,3,4,0,0,0,0,8,0,69,177
21302134619,0,13,0,0,0,0,0,24,5,11,0,0,0,9,6,0,3,3,0,0,5,0,6,0,0,0,0,0,6,0,4,0,0,0,14,0,18,128
21302134620,0,3,0,0,0,0,0,24,0,0,0,0,4,12,5,0,0,4,0,8,0,0,9,0,0,0,0,0,6,4,0,0,0,0,7,0,5,108
21302134621,0,13,0,0,0,0,0,26,0,5,4,0,7,18,0,0,0,0,0,0,4,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,6,91
21302134622,0,12,0,0,0,0,0,44,0,11,0,0,7,14,3,0,3,3,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,8,125
21302134623,0,6,0,0,4,0,0,34,0,6,3,0,11,9,0,0,0,7,0,0,0,0,5,0,0,5,0,0,7,0,0,0,0,0,6,0,0,102
21302134624,0,5,0,0,0,0,0,36,0,0,4,0,3,28,0,0,6,3,0,4,6,0,9,4,0,9,0,0,8,5,0,0,0,0,0,0,24,163
21302134625,0,7,0,0,0,0,0,36,0,5,4,0,4,5,0,0,5,3,0,5,15,0,0,0,0,16,0,0,0,9,0,0,0,0,14,0,9,138
21302134626,0,6,0,0,0,0,0,29,0,7,5,0,7,6,6,0,0,7,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,15,109
21302134627,0,16,0,0,0,0,0,30,0,0,5,0,7,4,3,0,3,4,0,7,11,0,0,0,0,7,0,0,3,7,0,0,0,0,6,0,9,111
21302134628,0,12,0,0,0,0,0,22,3,3,0,0,12,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,3,0,0,0,0,5,0,4,86
21302134629,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
21302134630,0,16,0,0,0,0,0,46,7,5,5,0,13,21,0,0,3,7,0,11,12,0,7,0,0,5,0,0,6,3,0,0,0,0,5,0,15,175
21302134631,0,11,0,0,0,0,0,9,0,8,0,0,6,9,0,0,0,9,0,0,5,0,8,0,0,9,0,0,9,7,0,0,0,0,5,0,16,111
21302134632,0,20,0,0,0,0,0,54,5,5,0,0,11,23,0,0,5,3,0,11,3,0,4,0,0,9,0,0,8,0,0,0,0,0,5,0,16,192
21302134633,0,11,0,0,0,0,0,9,0,0,0,0,11,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,51
21302134634,0,10,0,0,0,0,0,15,0,3,3,0,3,4,0,0,4,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,14,59
21302134635,0,3,0,0,0,0,0,15,3,0,0,0,3,5,0,0,0,5,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,6,53
21303134701,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,167,19,0,19,0,0,20,0,0,0,3,0,0,0,0,3,0,8,254
21303134702,0,11,0,0,3,0,0,10,0,0,0,0,0,10,5,0,9,6,0,121,29,0,18,3,0,123,0,0,0,17,3,0,0,0,14,0,62,445
21303134703,0,8,0,0,0,0,0,4,0,0,0,0,3,11,0,0,6,4,0,111,11,0,5,0,0,23,0,0,0,0,3,0,0,0,26,0,33,249
21303134704,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,12,0,78,10,0,7,0,0,20,0,0,0,0,0,0,0,0,7,0,9,169
21303134705,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,64,14,0,8,0,0,19,0,0,0,8,0,0,0,3,5,0,17,154
21303134706,0,8,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,4,0,129,14,0,12,3,0,30,0,0,0,0,0,0,0,0,19,0,32,267
21303134707,0,0,0,0,0,0,0,6,0,3,0,0,0,13,0,0,10,0,0,71,13,0,10,0,0,29,0,0,0,7,3,0,0,0,15,0,29,217
21303134708,0,0,0,0,0,0,0,6,0,0,0,0,4,4,3,0,0,3,0,77,17,0,16,0,0,49,0,0,0,12,0,0,0,0,11,0,32,241
21303134709,0,9,0,0,0,0,0,5,0,0,0,0,5,14,7,0,3,8,0,89,25,0,8,0,0,26,0,0,0,8,0,0,0,0,8,0,31,242
21303134710,0,9,0,0,5,0,0,3,0,0,0,0,0,8,0,0,4,0,0,83,25,0,18,6,0,32,0,0,0,7,0,0,0,0,6,0,24,223
21303134711,0,4,0,0,0,0,0,0,6,0,0,0,5,12,5,0,9,9,0,154,49,0,8,0,0,51,5,0,3,4,0,0,0,0,10,0,54,395
21303134712,0,0,0,0,0,0,0,5,0,0,0,0,0,13,5,0,0,0,0,80,19,0,10,0,0,19,0,0,0,11,0,0,0,0,20,0,13,195
21303134713,0,10,0,0,0,0,0,9,0,3,0,0,6,0,0,0,8,4,0,51,15,0,15,3,0,13,0,0,6,0,0,0,0,0,8,0,16,164
21303134714,0,9,0,0,8,0,0,10,0,5,0,0,8,12,7,0,4,8,0,73,38,0,25,0,0,21,0,0,4,20,0,0,0,0,3,0,9,253
21303134715,0,9,0,0,0,0,0,4,0,8,0,0,25,6,3,0,0,0,0,57,3,0,9,0,0,24,0,0,0,4,0,0,0,0,4,0,0,156
21303134717,0,3,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,8,0,188,19,0,26,0,0,45,4,0,6,9,0,0,0,0,3,0,36,354
21303134718,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,68,9,0,5,4,0,15,0,0,4,6,4,0,0,0,8,0,14,147
21303134719,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,79,13,0,20,0,0,13,0,0,0,3,0,0,0,0,10,0,16,172
21303134720,0,7,0,0,0,0,0,5,0,0,0,0,5,13,0,0,5,6,0,130,30,0,22,3,0,36,5,0,0,8,0,0,0,0,32,0,46,366
21303134721,0,12,0,0,0,0,0,15,4,9,0,0,10,22,0,0,7,6,0,57,8,0,8,0,0,41,6,0,3,5,0,0,0,0,7,3,26,252
21303134722,0,7,0,0,0,0,0,10,0,3,0,0,18,13,0,0,0,0,0,38,11,0,3,0,0,9,0,0,0,10,0,0,0,0,4,0,8,137
21303134723,0,8,0,0,0,0,0,12,4,4,0,0,4,8,8,0,0,3,0,56,10,0,4,0,0,38,0,0,0,0,3,0,0,0,18,0,29,218
21303134724,0,13,0,0,0,0,0,10,0,3,3,0,4,22,3,0,6,19,0,54,7,0,17,0,0,27,0,0,0,5,4,0,0,0,23,0,31,259
21303134725,0,3,0,0,0,0,0,12,0,0,0,0,8,7,0,0,0,0,0,62,9,0,4,0,0,8,0,0,0,3,0,0,0,0,7,0,33,165
21303134727,0,8,0,0,0,0,0,6,0,0,0,0,5,5,0,0,4,0,0,99,38,0,23,0,0,32,0,0,0,0,0,0,0,0,13,0,20,263
21303134728,0,3,0,0,0,0,0,6,0,0,0,0,3,9,0,0,0,8,0,88,18,0,8,0,0,38,0,0,0,13,0,0,0,4,8,0,17,217
21303134729,0,15,0,0,0,0,0,6,0,8,0,0,6,19,4,0,0,11,0,146,46,0,32,8,0,24,0,0,0,15,3,0,0,0,10,0,47,390
21303134730,0,8,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,4,0,167,5,0,18,0,0,14,0,0,0,0,0,0,0,0,10,0,6,236
21303134731,0,10,0,0,4,0,0,5,0,8,0,0,0,7,0,0,0,3,0,99,25,0,10,0,0,46,0,0,0,4,0,0,0,0,12,0,37,287
21303134732,0,9,0,0,0,0,0,7,0,5,0,0,0,10,5,0,7,3,0,113,29,0,17,0,0,42,0,0,0,5,0,0,0,0,12,0,36,306
21303134733,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,3,0,91,16,0,8,0,0,13,0,0,0,8,0,0,0,0,16,0,11,188
21303134735,0,16,0,0,4,0,0,7,0,0,0,0,4,5,0,0,5,4,0,150,30,0,27,12,0,100,0,0,0,8,0,0,0,0,39,0,64,484
21303134736,0,4,0,0,0,0,0,5,0,0,0,0,5,8,6,0,6,5,0,50,22,0,15,4,0,24,8,0,0,0,0,0,0,0,12,0,16,194
21303134737,0,17,0,0,0,0,0,14,0,3,0,0,0,18,0,0,11,11,0,80,39,0,28,3,0,49,0,0,6,17,5,0,0,4,20,0,54,376
21303134738,0,9,0,0,6,0,0,6,0,4,0,0,5,12,0,0,8,6,0,87,36,0,32,0,0,37,0,0,4,9,0,0,0,0,4,0,19,284
21303134739,0,9,0,0,0,0,0,11,0,3,0,0,7,16,0,0,0,6,0,67,14,0,28,0,0,43,0,0,0,11,0,0,0,0,5,0,38,254
21303134741,0,0,0,0,0,0,0,10,0,0,0,0,0,3,5,0,7,3,0,32,56,0,27,3,0,58,0,0,0,12,0,0,0,0,7,0,21,253
21303134742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303134743,0,4,0,0,0,0,0,10,0,4,0,0,17,16,4,0,0,4,0,83,24,0,21,3,0,22,0,0,0,12,0,0,0,0,0,4,14,242
21303134744,0,0,0,0,0,0,0,7,0,0,0,0,0,20,3,0,4,0,0,105,13,0,18,0,0,23,0,0,0,0,0,0,0,0,5,0,6,213
21303134745,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,6,0,7,0,0,8,0,0,0,4,0,0,0,0,6,0,0,44
21303134746,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,6,0,9,23,0,12,3,0,44,0,0,0,22,0,0,0,0,15,0,14,173
21303134747,0,7,0,0,0,0,0,9,0,9,0,0,3,10,7,0,9,6,0,34,23,0,22,0,0,26,0,0,0,21,0,0,0,3,15,0,23,229
21303134748,0,14,0,0,7,0,0,9,3,3,0,0,4,0,0,0,3,3,0,70,45,0,19,3,0,74,4,0,0,16,0,0,0,0,13,0,26,315
21303134801,0,9,0,0,4,0,0,17,0,0,0,0,4,10,0,0,0,3,0,27,18,0,8,7,0,32,0,0,0,5,0,0,0,0,9,0,33,184
21303134802,0,13,0,0,0,0,0,14,0,3,0,0,0,28,6,0,0,0,0,39,17,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,20,176
21303134803,0,15,0,0,0,0,0,21,5,3,3,0,9,10,4,0,0,6,0,38,23,0,8,4,0,23,0,0,5,7,3,0,0,0,7,0,167,360
21303134804,0,10,0,0,3,0,0,8,0,4,0,0,10,16,5,0,0,5,0,65,8,0,30,3,0,50,0,0,0,15,0,0,0,0,10,0,30,279
21303134805,0,7,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,3,0,26,13,0,7,0,0,112,0,0,0,0,0,0,0,3,3,0,37,229
21303134806,0,3,5,0,0,0,0,4,0,0,0,0,0,4,4,0,4,0,0,22,22,0,9,0,0,131,0,0,3,6,0,0,0,0,18,0,19,260
21303134807,0,15,0,0,0,0,0,15,4,14,0,0,13,21,0,0,5,0,0,33,21,0,4,0,0,26,0,0,6,8,0,0,0,0,4,0,7,210
21303134810,0,14,0,0,0,0,0,8,0,0,0,0,3,8,0,0,0,0,0,83,15,0,14,0,0,18,0,0,3,3,0,0,0,0,4,0,15,190
21303134811,0,16,0,0,0,0,0,19,0,0,0,0,11,17,0,0,0,4,0,110,18,0,19,0,0,73,3,0,0,7,0,0,0,0,8,0,43,341
21303134812,0,11,0,0,0,0,0,13,0,3,0,0,11,17,0,0,0,4,0,65,18,0,6,4,0,22,0,0,10,15,0,0,0,0,0,0,32,238
21303134813,0,4,0,0,0,0,0,14,6,0,0,0,4,14,0,0,5,0,0,58,14,0,13,4,0,16,0,0,0,6,0,0,0,0,5,0,39,209
21303134814,0,0,0,0,3,0,0,3,0,0,0,0,0,8,4,0,0,0,0,84,14,0,24,8,0,20,0,0,4,3,0,0,0,6,36,0,33,257
21303134815,0,14,0,0,0,0,0,13,4,9,0,0,4,19,3,0,0,0,0,55,8,0,14,5,0,21,0,0,5,5,0,0,0,0,9,0,30,220
21303134817,0,9,0,0,0,0,0,10,0,3,0,0,8,12,0,0,0,3,0,60,3,0,33,0,0,17,0,0,0,3,0,0,0,0,0,0,26,195
21303134818,0,6,0,3,0,0,0,13,0,4,0,0,3,5,0,0,0,7,0,15,3,0,8,5,0,30,0,0,4,0,0,0,0,0,3,0,6,119
21303134819,0,19,6,0,4,0,0,18,0,4,0,0,12,20,3,0,0,0,0,62,26,0,5,3,0,33,0,0,7,3,0,0,0,0,15,0,31,285
21303134820,0,11,0,0,0,0,0,5,0,0,0,0,11,8,5,0,0,3,0,39,13,0,10,0,0,28,0,0,0,10,0,0,0,0,18,0,33,205
21303134822,0,7,0,0,0,0,0,12,4,7,0,0,5,3,0,0,0,0,0,49,17,0,3,7,0,53,0,0,0,8,3,0,0,0,4,0,22,201
21303134823,0,10,0,0,0,0,0,10,0,0,0,0,4,12,0,0,5,0,0,16,8,0,9,3,0,23,0,0,0,3,0,0,0,0,3,0,15,116
21303134824,0,8,0,0,0,0,0,17,0,0,0,0,9,22,3,0,3,4,0,79,14,0,19,0,0,19,5,0,4,12,0,0,0,0,13,0,38,272
21303134825,0,6,0,0,0,0,0,7,0,0,0,0,7,0,3,0,0,4,0,17,4,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,11,99
21303134826,0,5,0,0,0,0,0,13,0,0,0,0,0,3,5,0,0,11,0,20,17,0,16,6,0,62,0,0,0,9,0,0,0,0,3,0,37,200
21303134827,0,14,0,0,0,0,0,10,3,6,0,0,0,12,0,0,5,0,0,50,25,0,15,4,0,68,0,0,4,0,0,0,0,0,6,0,17,253
21303134829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303134830,0,6,0,0,0,0,0,9,4,6,0,0,4,11,0,0,0,6,0,39,8,0,11,0,0,18,0,0,0,3,0,0,0,0,7,0,24,158
21303134831,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,37,23,0,13,4,0,54,0,0,8,6,0,0,0,0,10,0,20,205
21303134832,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,0,9,16,0,12,0,0,27,0,0,0,8,0,0,0,3,8,0,20,136
21303134833,0,9,7,0,0,0,0,14,0,6,0,0,4,10,0,0,9,4,0,29,13,0,4,3,0,27,0,0,0,13,0,0,0,0,19,0,85,260
21303134834,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,28,29,0,6,0,0,62,0,0,3,9,0,0,0,0,13,0,18,177
21303134835,0,4,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,20,25,0,9,0,0,84,0,0,0,3,0,0,0,0,15,0,47,221
21303134836,0,7,0,0,3,0,0,12,5,6,0,0,6,8,7,0,0,3,0,47,27,0,30,4,0,15,0,0,5,8,3,0,0,0,4,0,38,247
21303134837,0,6,0,0,0,0,0,7,0,0,0,0,0,8,4,0,0,4,0,33,11,0,4,0,0,24,0,0,3,3,0,0,0,0,4,0,19,119
21303134838,0,3,0,0,0,0,0,14,0,4,0,0,5,0,0,0,0,0,0,15,26,0,20,0,0,12,0,0,4,14,0,0,0,0,0,0,8,134
21303134839,0,10,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,3,0,20,29,0,12,8,0,14,0,0,6,8,0,0,0,0,3,0,7,146
21303134840,0,11,0,0,0,0,0,12,0,3,0,0,0,4,5,0,0,0,0,19,14,0,9,3,0,3,5,0,3,3,0,0,0,0,4,0,31,125
21303134841,0,7,0,0,0,0,0,9,0,0,3,0,0,9,4,0,0,0,0,36,7,0,10,0,0,16,0,0,4,5,0,0,0,0,4,0,9,149
21303134842,0,6,0,0,0,0,0,14,0,5,0,0,12,10,5,0,0,3,0,16,15,0,6,6,0,20,0,0,0,4,3,0,0,0,10,0,28,163
21303134843,0,11,0,0,0,0,0,18,7,0,0,0,6,9,4,0,0,4,0,19,30,0,18,9,0,16,3,0,4,20,0,0,0,0,3,6,57,236
21303134844,0,16,0,0,0,0,0,17,0,6,0,0,0,3,6,0,3,3,0,55,63,0,27,4,0,30,0,0,9,3,0,0,0,0,11,0,26,295
21303134845,0,39,0,0,0,0,0,24,0,7,0,0,3,12,5,0,11,0,0,45,55,0,38,20,0,59,5,0,13,83,4,0,0,6,26,0,111,575
21303134902,0,6,0,0,0,0,0,6,0,3,0,0,18,12,5,0,0,4,0,73,13,0,7,0,0,16,0,0,0,4,0,0,0,0,3,0,12,189
21303134903,0,3,0,0,0,0,0,4,0,0,0,0,7,16,0,0,0,3,0,84,7,0,18,0,0,8,0,0,3,5,0,0,0,0,4,0,26,199
21303134904,0,3,0,0,3,0,0,4,0,5,0,0,13,18,0,0,0,0,0,56,25,0,16,4,0,25,4,0,5,16,0,0,0,0,7,0,31,247
21303134906,0,0,0,0,0,0,0,0,0,8,0,0,9,11,5,0,0,0,0,135,24,0,19,4,0,11,0,0,0,0,0,0,0,0,7,0,17,257
21303134907,0,15,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,6,0,115,19,0,29,0,0,11,0,0,9,5,0,0,0,0,4,0,9,248
21303134908,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,8,0,54,3,0,19,0,0,6,0,0,0,6,0,0,0,0,3,0,13,119
21303134909,0,0,4,0,0,0,0,0,0,5,0,0,6,12,0,0,0,3,0,77,21,0,16,0,0,5,0,0,0,9,0,0,0,0,3,0,4,167
21303134910,0,3,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,11,0,58,19,0,25,0,0,10,0,0,0,9,0,0,0,0,0,0,3,154
21303134911,0,7,0,0,0,0,0,3,0,0,0,0,11,4,3,0,0,3,0,34,17,0,19,0,0,13,0,0,4,0,0,0,0,0,5,0,6,118
21303134912,0,5,0,0,0,0,0,7,0,7,0,0,3,13,0,0,0,4,0,42,11,0,11,0,0,6,0,0,0,9,0,0,0,0,7,0,6,136
21303134913,0,5,0,0,0,0,0,7,0,4,0,0,15,22,3,0,3,10,0,48,22,0,16,0,0,38,0,0,8,11,6,0,0,0,4,0,34,259
21303134914,0,5,0,0,3,0,0,6,3,7,0,0,11,13,4,0,4,8,0,29,9,0,5,0,0,23,0,0,0,10,0,0,0,0,4,5,8,169
21303134916,0,0,0,0,0,0,0,6,0,4,0,0,4,13,0,0,0,8,0,96,30,0,18,8,0,17,0,0,0,0,0,0,0,0,4,0,3,222
21303134917,0,4,0,0,0,0,0,13,0,0,0,0,3,16,0,0,0,6,0,33,6,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,5,136
21303134918,0,11,0,0,0,0,0,14,0,8,0,0,19,21,4,0,0,0,0,39,4,0,9,0,0,10,0,0,0,6,0,0,0,0,8,0,7,176
21303134919,0,0,0,0,0,0,0,10,0,3,0,0,19,12,3,0,5,12,0,19,19,0,15,5,0,18,0,0,10,8,3,0,0,0,7,0,34,205
21303134920,0,6,0,0,0,0,0,20,0,0,0,0,6,4,0,0,0,8,0,11,9,0,5,0,0,15,0,0,0,4,0,0,0,0,5,0,14,124
21303134921,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,11,26,0,11,3,0,12,6,0,0,13,0,0,0,0,6,0,11,128
21303134922,0,12,0,0,0,0,0,8,0,0,0,0,4,3,0,0,4,0,0,19,23,0,17,6,0,29,0,0,0,9,3,0,0,0,0,0,4,133
21303134923,0,0,0,0,0,0,0,4,0,6,0,0,4,5,0,0,0,3,0,52,9,0,23,0,0,9,0,0,0,11,4,0,0,0,0,0,23,162
21303134925,0,4,0,0,0,0,0,0,0,6,0,0,7,28,3,0,4,5,0,47,14,0,26,5,0,13,0,0,9,5,0,0,0,0,0,0,18,191
21303134926,0,0,0,0,0,0,0,6,0,8,0,0,0,15,6,0,0,4,0,78,22,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,11,170
21303134927,0,9,0,0,4,0,0,18,6,3,0,0,9,7,7,0,3,11,0,50,22,0,40,9,0,10,0,0,4,5,0,0,0,0,0,0,23,241
21303134929,0,8,0,0,0,0,0,10,0,7,0,0,0,15,0,0,7,19,0,46,26,0,36,5,0,40,0,0,0,23,0,0,0,0,18,0,26,300
21303134930,0,9,0,0,3,0,0,4,0,0,3,0,9,5,4,0,7,16,0,18,33,0,19,6,0,32,0,0,3,19,4,0,0,7,15,0,28,249
21303134931,0,9,0,0,0,0,0,12,0,3,0,0,5,22,0,0,0,5,0,23,37,0,19,0,0,14,0,0,4,10,0,0,0,0,5,0,5,186
21303134932,0,15,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,8,0,27,18,0,16,4,0,15,0,0,3,4,0,0,0,0,3,0,4,145
21303134933,0,8,0,0,0,0,0,3,0,6,0,0,0,6,0,0,0,4,0,65,18,0,23,0,0,3,0,0,4,0,0,0,0,0,0,0,12,162
21303134934,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,8,0,15,26,0,31,9,0,53,0,0,7,22,0,0,0,0,0,0,12,201
21303134935,0,0,0,0,0,0,0,5,0,0,4,0,4,10,4,0,0,0,0,24,13,0,12,0,0,12,0,0,0,9,0,0,0,0,5,0,10,126
21303134936,0,10,0,0,0,0,0,9,0,4,4,0,7,9,5,0,3,3,0,11,20,0,15,0,0,24,0,0,0,13,0,0,0,0,3,0,9,138
21303134937,0,11,0,0,0,0,0,7,0,5,0,0,0,15,13,0,3,13,0,28,33,0,35,3,0,46,0,0,3,16,0,0,0,6,10,0,18,264
21303135001,0,6,0,0,0,0,0,17,6,6,0,0,0,14,0,0,0,0,0,15,8,0,10,0,0,0,0,0,3,0,0,0,0,0,3,0,11,98
21303135002,0,13,0,0,3,0,0,23,0,3,0,0,0,18,0,0,0,0,0,13,7,0,11,0,0,15,0,0,4,0,0,0,0,0,6,0,8,124
21303135003,0,23,0,0,0,0,0,15,4,9,0,0,5,23,0,0,0,0,0,19,4,0,5,0,0,3,0,0,5,5,0,0,0,0,4,0,18,142
21303135004,0,13,0,0,0,0,0,17,0,3,0,0,5,12,3,0,5,4,0,27,10,0,4,0,0,16,0,0,3,0,0,0,0,0,9,0,17,158
21303135005,0,5,0,0,0,0,0,32,4,3,0,0,0,16,0,0,0,3,0,5,3,0,0,0,0,4,0,0,6,0,0,0,0,0,5,0,7,101
21303135006,0,17,0,0,0,0,0,21,4,6,5,0,4,10,0,0,0,0,0,16,16,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,115
21303135007,0,19,0,0,0,0,0,30,4,3,0,0,6,17,0,0,0,5,0,11,7,0,6,0,0,11,0,0,3,6,0,0,0,0,7,0,29,162
21303135008,0,8,0,0,0,0,0,18,0,0,0,0,6,18,5,0,3,6,0,26,15,0,7,0,0,37,0,0,0,3,0,0,0,0,21,0,24,194
21303135009,0,12,0,0,0,0,0,23,0,6,5,0,5,13,3,0,0,5,0,14,19,0,8,0,0,27,0,0,5,4,0,0,0,0,12,0,23,203
21303135010,0,13,0,0,0,0,0,22,0,8,0,0,9,23,4,0,0,0,0,3,5,0,4,0,0,4,0,0,3,6,0,0,0,0,7,0,9,116
21303135011,0,19,0,0,0,0,0,20,3,4,0,0,0,24,7,0,0,0,0,30,17,0,15,0,0,14,0,0,5,0,0,0,0,0,0,0,17,179
21303135012,0,19,0,0,0,0,0,25,4,5,0,0,3,22,3,0,0,0,0,13,0,0,3,0,0,14,0,0,6,0,0,0,0,0,5,0,7,133
21303135013,0,9,0,0,0,0,0,23,0,7,5,0,8,16,0,0,0,3,0,10,11,0,7,0,0,0,0,0,5,3,0,0,0,0,3,0,4,122
21303135014,0,20,0,0,0,0,0,17,5,5,0,0,9,10,5,0,0,0,0,22,19,0,16,5,0,20,0,0,5,4,0,0,0,0,13,0,17,185
21303135015,0,9,0,0,0,0,0,19,0,4,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,84
21303135016,0,26,0,0,3,0,0,18,0,3,0,0,5,12,4,0,0,0,0,16,5,0,10,4,0,11,0,0,12,4,0,0,0,0,0,0,14,149
21303135017,0,3,0,0,0,0,0,24,0,0,0,0,5,17,3,0,0,0,0,18,5,0,5,0,0,0,0,0,6,0,0,0,0,0,8,0,8,108
