SA1 (UR),"Managers, nfd","Chief Executives, General Managers and Legislators",Farmers and Farm Managers,Specialist Managers,"Hospitality, Retail and Service Managers","Professionals, nfd",Arts and Media Professionals,"Business, Human Resource and Marketing Professionals","Design, Engineering, Science and Transport Professionals",Education Professionals,Health Professionals,ICT Professionals,"Legal, Social and Welfare Professionals","Technicians and Trades Workers, nfd","Engineering, ICT and Science Technicians",Automotive and Engineering Trades Workers,Construction Trades Workers,Electrotechnology and Telecommunications Trades Workers,Food Trades Workers,Skilled Animal and Horticultural Workers,Other Technicians and Trades Workers,"Community and Personal Service Workers, nfd",Health and Welfare Support Workers,Carers and Aides,Hospitality Workers,Protective Service Workers,Sports and Personal Service Workers,"Clerical and Administrative Workers, nfd",Office Managers and Program Administrators,Personal Assistants and Secretaries,General Clerical Workers,Inquiry Clerks and Receptionists,Numerical Clerks,Clerical and Office Support Workers,Other Clerical and Administrative Workers,"Sales Workers, nfd",Sales Representatives and Agents,Sales Assistants and Salespersons,Sales Support Workers,"Machinery Operators and Drivers, nfd",Machine and Stationary Plant Operators,Mobile Plant Operators,Road and Rail Drivers,Storepersons,"Labourers, nfd",Cleaners and Laundry Workers,Construction and Mining Labourers,Factory Process Workers,"Farm, Forestry and Garden Workers",Food Preparation Assistants,Other Labourers,Inadequately described,Not stated,Not applicable,Total
20606151521,0,16,0,44,21,3,12,53,17,14,21,17,22,0,0,0,0,0,4,0,7,0,8,8,14,0,3,0,9,3,5,4,8,0,12,0,13,5,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,158,500
20606151522,8,9,0,43,23,6,17,68,14,17,30,12,26,0,4,0,0,0,3,3,4,0,0,6,8,3,5,0,10,8,4,6,6,0,9,0,10,20,5,0,0,0,0,0,0,3,6,0,0,4,0,4,0,173,575
20606151523,0,3,0,18,15,0,0,34,9,3,10,12,7,0,8,0,4,0,0,0,0,0,5,7,12,0,3,0,6,0,5,0,3,0,4,0,4,14,4,0,0,0,0,0,0,0,0,0,0,4,4,3,0,34,237
20606151524,0,17,0,36,16,8,11,68,22,12,24,11,16,0,3,0,0,0,3,0,3,0,0,0,9,0,9,0,8,0,6,4,9,0,3,0,10,11,3,0,0,0,6,0,0,5,0,3,0,0,4,0,4,187,550
20606151525,3,11,0,38,23,3,3,72,27,21,9,18,15,0,3,0,10,0,13,0,4,0,4,7,23,0,5,0,8,4,9,5,11,3,6,0,12,18,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,122,524
20606151601,0,4,0,39,17,3,8,66,19,12,35,16,21,0,5,0,0,0,3,0,6,0,0,0,3,0,3,0,13,7,4,3,12,0,8,0,12,9,0,0,0,0,5,0,0,3,5,0,0,0,4,3,0,158,521
20606151602,3,10,0,40,10,0,7,50,18,6,17,5,22,0,4,0,3,0,5,4,0,0,0,6,7,0,3,0,9,4,0,5,0,0,6,0,4,9,4,0,0,0,0,0,0,0,3,0,0,0,0,4,3,125,401
20606151603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,5,0,4,0,524,584
20606151604,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,14,5,0,0,3,0,0,0,10,0,4,0,8,0,0,10,481,580
20606151605,0,9,0,27,7,4,12,38,14,13,24,5,12,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,143,380
20606151606,4,7,0,14,12,0,0,29,10,9,17,6,9,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,9,0,4,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,108,288
20606151607,0,15,0,41,9,0,4,55,18,14,24,6,20,0,3,0,7,4,4,5,10,0,0,11,12,0,8,0,11,0,4,13,10,0,4,0,17,8,7,0,0,0,0,0,0,0,0,0,0,3,4,8,0,218,570
20606151608,3,6,0,40,17,0,17,44,15,15,19,4,9,0,6,0,0,4,4,0,8,0,0,0,8,6,0,0,3,3,3,6,6,0,6,0,13,12,0,0,0,0,6,0,0,8,3,0,0,0,0,5,0,104,399
20606151609,0,10,0,23,13,0,3,39,19,13,9,7,6,0,0,0,0,0,0,0,3,0,0,3,9,0,7,0,0,4,0,0,5,0,6,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,84,298
20606151610,3,7,0,32,10,0,8,28,18,9,31,6,16,0,4,0,6,0,3,0,0,0,6,7,3,0,5,0,12,0,4,0,0,5,5,0,11,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,190,455
20606151611,0,3,0,26,10,4,6,53,20,12,13,14,3,0,3,0,3,0,4,0,6,0,4,3,8,0,0,0,3,0,0,7,4,0,5,0,9,10,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,83,350
20606151612,5,11,0,45,23,0,3,60,26,10,23,14,13,0,3,4,5,0,0,0,0,0,5,0,7,0,12,0,11,0,5,9,17,0,9,0,10,11,7,0,0,0,0,0,0,4,0,0,0,4,0,0,0,197,553
20606151613,0,4,0,32,8,0,9,40,18,13,15,10,11,0,8,0,0,0,4,0,0,0,0,4,5,0,3,0,3,0,5,3,3,0,9,0,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,292
20606151614,0,0,0,23,8,0,6,45,21,14,26,6,13,0,0,0,0,3,0,0,0,0,0,5,4,4,0,0,8,4,4,6,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,161,396
20606151615,0,0,0,21,7,0,7,37,13,13,10,11,14,0,0,0,0,0,4,0,6,0,0,4,13,0,4,0,4,0,3,6,3,0,10,0,6,3,0,0,0,0,0,4,0,4,0,0,3,0,5,0,0,98,330
20606151616,0,10,0,16,11,0,0,23,14,6,22,4,10,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,4,0,4,0,8,0,10,0,5,0,0,0,3,0,0,5,0,0,0,0,0,3,0,90,264
20606151617,8,8,0,28,8,0,10,30,12,8,12,3,11,0,0,0,5,0,3,0,5,0,0,3,8,0,5,0,8,3,0,0,8,0,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,306
20606151618,0,4,0,23,16,3,6,53,21,8,27,18,15,0,3,0,0,0,4,0,8,0,4,0,9,0,4,0,12,5,3,3,5,0,5,0,7,16,5,0,0,0,0,0,0,7,0,4,0,0,0,0,0,166,481
20606151619,0,11,0,35,21,0,5,30,16,15,16,12,14,0,4,0,5,3,8,4,3,0,3,4,3,0,0,0,8,3,3,5,9,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,157,418
20606151620,0,7,0,26,10,0,7,43,9,10,16,8,13,0,0,4,3,0,3,0,0,0,0,0,3,0,3,0,3,3,7,6,0,0,5,0,7,11,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,137,362
20606151621,5,14,0,40,17,4,5,54,18,11,34,18,26,0,9,0,5,0,0,0,7,0,3,3,10,0,7,0,10,0,8,9,9,0,10,0,10,14,4,0,0,0,5,0,0,0,0,0,5,4,6,0,0,228,616
20606151622,0,9,0,37,16,0,8,65,20,13,17,17,22,0,3,0,3,0,0,4,3,0,4,6,6,0,4,0,13,3,3,9,8,0,11,0,12,7,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,142,478
20606151623,0,4,0,10,3,0,4,29,9,4,4,10,11,0,5,0,4,0,0,0,0,0,3,0,7,0,4,0,0,0,6,6,5,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,204
20606151624,0,6,0,47,24,0,9,54,25,13,25,24,11,0,5,0,3,0,3,0,0,0,0,0,14,0,3,0,5,5,0,9,0,0,3,0,3,12,3,0,3,0,0,0,0,7,3,0,0,0,0,6,0,68,406
20607113901,0,4,0,18,3,5,7,13,7,10,10,11,7,0,3,0,0,0,5,0,4,0,0,7,6,0,6,0,7,4,3,4,0,0,6,0,3,14,4,0,0,0,3,0,0,8,0,0,0,0,0,8,0,100,286
20607113902,0,4,0,21,7,0,8,22,11,15,9,7,12,0,0,0,0,3,3,0,4,0,0,5,7,0,3,0,9,0,6,6,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,200,407
20607113905,6,7,0,34,12,0,3,57,22,17,27,10,19,0,7,0,7,3,17,5,6,0,6,3,13,3,0,0,3,3,9,3,5,3,3,0,13,14,5,0,0,0,4,0,0,0,0,4,0,6,0,9,4,193,575
20607113906,5,6,0,63,8,4,15,63,38,32,32,5,15,0,9,3,0,3,3,6,3,0,0,7,15,4,7,0,10,6,0,5,0,0,8,0,11,11,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,176,587
20607113909,0,0,0,34,9,5,6,41,20,20,23,14,14,0,0,3,3,0,0,3,4,0,6,6,0,0,6,0,4,0,4,0,3,0,3,0,6,8,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,205,472
20607113910,0,6,0,43,16,3,7,52,21,17,21,12,12,0,3,3,5,0,10,0,0,0,4,3,10,5,4,0,10,3,9,14,10,0,3,0,3,8,7,0,0,0,0,6,0,0,0,5,0,5,0,0,0,222,564
20607113911,0,4,0,40,6,4,6,47,19,14,25,18,31,0,0,3,7,4,4,0,5,0,9,5,10,6,5,0,12,0,6,3,5,4,5,0,4,19,3,0,0,0,3,3,0,9,0,0,3,4,0,0,0,236,571
20607113912,6,12,0,28,12,6,4,49,17,8,27,12,14,0,4,0,3,3,0,4,5,0,0,8,6,3,5,0,9,0,3,9,4,0,5,0,4,5,0,0,0,0,0,0,0,3,4,0,0,3,0,0,6,141,423
20607113913,6,5,0,37,8,3,4,37,21,20,24,16,12,0,0,0,0,4,3,6,0,0,4,4,3,0,5,0,11,4,0,3,3,0,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,71,346
20607113914,4,14,0,75,27,8,12,93,45,15,40,46,26,0,15,3,3,0,7,3,0,0,0,21,18,6,10,0,17,5,8,26,20,0,20,0,20,42,10,0,0,0,11,6,0,10,0,7,0,0,0,9,5,387,1115
20607113915,0,0,0,20,11,4,3,34,16,10,35,26,5,0,7,0,3,0,14,3,6,0,4,12,8,4,0,0,4,3,9,9,10,6,11,0,4,12,7,0,0,0,0,3,0,5,4,5,3,5,0,8,0,95,429
20607113916,3,3,0,47,26,7,9,80,34,14,28,19,12,0,18,3,0,4,26,6,4,0,4,10,21,3,6,0,11,5,10,16,16,7,16,0,7,18,0,0,0,0,3,0,0,3,0,4,0,8,0,4,6,162,687
20607113917,0,0,0,11,8,0,4,14,9,3,4,0,4,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,4,0,6,0,3,0,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,173
20607113918,0,4,0,48,0,5,16,66,36,17,18,18,8,0,4,4,7,0,0,0,5,0,3,0,0,0,3,0,14,0,7,4,3,0,7,0,9,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,68,408
20607113919,3,17,0,74,21,7,8,70,30,24,37,28,17,0,10,0,4,0,7,4,3,0,5,12,11,3,3,0,20,3,4,7,8,0,9,0,14,21,3,0,3,5,3,5,0,4,6,0,0,0,0,12,0,186,721
20607113920,0,4,0,51,24,5,9,51,28,18,31,18,23,0,0,0,7,5,6,3,3,0,0,4,11,4,3,0,11,0,4,7,13,0,8,0,9,7,5,0,0,0,3,8,0,5,0,0,0,7,3,0,0,153,555
20607113921,7,0,0,43,17,5,13,39,26,11,26,9,19,0,5,0,3,0,4,3,0,0,3,0,9,3,5,0,5,5,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,130,420
20607113922,3,0,0,34,13,3,11,32,24,11,18,3,19,0,0,0,0,0,5,7,6,0,0,0,15,0,0,0,4,0,4,3,6,0,4,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,92,343
20607114001,5,0,0,15,0,5,5,23,13,14,17,8,16,0,4,0,0,0,3,0,0,0,0,5,10,0,5,0,5,0,3,0,3,0,4,0,0,11,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,76,267
20607114002,0,4,0,27,0,0,17,28,28,25,14,0,21,0,0,0,0,0,0,0,6,0,4,5,15,0,0,0,7,0,0,10,8,0,6,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,137,380
20607114003,0,5,0,13,6,3,6,25,14,13,4,5,13,0,0,0,3,3,0,4,3,0,3,0,8,0,3,0,3,0,3,3,0,0,0,0,4,3,6,0,0,0,0,0,0,0,5,0,0,0,0,3,5,115,288
20607114004,0,3,0,13,4,0,13,25,25,12,20,7,20,0,4,0,4,0,0,0,4,0,5,0,0,0,6,0,0,0,0,3,5,0,8,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,97,294
20607114005,0,3,0,12,8,3,6,24,23,15,14,17,8,0,0,0,3,0,4,6,4,0,0,4,8,0,0,0,4,0,3,5,5,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,91,304
20607114006,0,0,0,22,8,6,7,30,19,23,14,10,21,0,0,0,3,0,3,0,8,0,0,4,7,0,6,0,7,3,3,7,8,0,3,0,4,4,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,136,384
20607114007,0,5,0,26,8,0,12,31,19,5,10,4,13,0,3,0,0,0,11,0,9,0,0,0,10,0,0,0,3,3,7,3,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,138,340
20607114008,0,5,0,19,5,0,3,16,9,9,10,7,13,0,4,0,0,3,0,0,0,0,0,9,7,5,6,0,0,0,0,3,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,328,489
20607114009,0,3,0,20,5,0,11,16,20,14,21,7,14,0,4,6,3,0,0,5,0,0,0,7,10,3,4,0,3,3,0,8,5,0,7,0,4,9,0,0,0,0,3,0,0,0,0,5,3,3,0,0,0,168,407
20607114010,0,6,0,26,15,0,10,42,21,25,22,7,25,0,6,0,0,0,4,3,0,0,3,5,9,0,5,0,8,0,3,5,5,0,3,0,3,11,3,0,0,0,8,0,0,0,0,0,0,0,4,3,0,144,444
20607114011,0,5,0,20,4,3,8,24,13,16,18,6,12,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,5,0,0,5,5,4,3,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,333
20607114012,3,6,0,19,3,0,10,12,10,16,23,4,19,0,4,0,0,0,0,0,3,0,4,4,10,0,3,0,9,4,7,3,0,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,144,335
20607114013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20607114014,0,6,0,30,17,8,17,47,34,19,16,8,23,0,3,0,5,0,0,4,8,0,5,9,13,0,6,0,11,0,5,7,6,0,3,0,3,19,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,130,492
20607114015,8,3,0,27,9,3,12,31,12,14,15,5,27,0,3,4,0,0,0,0,3,0,0,9,17,0,4,0,8,0,0,8,0,0,9,0,9,11,4,0,0,0,0,0,0,0,3,3,0,0,5,9,4,185,453
20607114016,0,3,0,32,13,0,5,43,28,16,32,11,25,0,4,0,3,5,6,6,5,0,0,3,11,0,9,0,9,3,0,3,6,3,8,0,4,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,211,550
20607114017,0,4,0,14,9,4,10,23,30,12,20,4,12,0,0,0,0,0,4,0,0,0,0,0,16,0,5,0,9,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,86,313
20607114018,0,6,0,33,9,3,10,33,9,15,25,5,9,0,7,0,0,0,0,0,0,0,0,3,11,0,0,0,3,0,7,5,5,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,116,342
20607114019,0,4,0,15,7,5,4,28,34,9,27,5,12,0,6,0,0,0,3,0,3,0,5,8,13,0,0,0,6,0,0,3,0,3,4,0,0,7,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,101,336
20607114020,0,0,0,16,9,3,7,24,10,9,10,3,11,0,0,0,7,0,3,3,0,0,0,3,13,0,4,0,7,0,3,7,0,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,93,276
20607114021,0,0,0,22,9,6,8,24,8,19,12,4,15,0,3,0,7,0,6,0,0,0,5,10,13,3,0,0,3,0,3,5,4,0,3,0,0,15,4,0,0,0,5,0,0,0,0,0,0,5,0,5,0,167,398
20607114022,4,3,0,19,11,3,11,36,21,14,21,4,13,0,3,0,0,0,5,0,4,0,5,11,10,0,3,0,3,0,4,10,0,0,3,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,127,392
20607114023,4,6,0,20,9,0,7,15,30,22,14,0,10,0,5,0,0,5,3,0,0,0,0,0,9,0,3,0,7,0,3,3,5,0,9,0,4,13,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,138,372
20607114102,0,0,0,27,22,0,16,29,28,18,21,16,16,0,6,0,6,3,3,0,3,0,4,6,9,0,4,0,7,0,0,0,3,0,5,0,3,6,5,0,0,0,9,0,0,0,0,0,0,0,0,8,0,159,462
20607114103,7,3,0,31,20,0,11,40,28,20,33,21,14,0,7,0,0,0,9,0,0,0,4,6,15,0,3,0,11,5,6,0,6,0,8,0,10,4,5,0,0,0,0,3,0,0,0,5,0,0,0,7,0,81,415
20607114106,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,16,0,7,0,0,0,0,4,3,0,0,0,0,0,10,4,0,0,0,15,0,0,10,0,7,0,10,4,6,5,607,732
20607114107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,10,0,0,5,5,0,0,0,229,280
20607114108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,5,0,3,0,0,4,0,0,228,277
20607114110,0,0,0,22,12,0,3,28,11,3,8,4,7,0,3,0,4,7,0,3,9,0,5,7,17,0,4,0,6,0,0,5,0,3,7,0,3,12,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,137,343
20607114111,5,11,0,39,11,5,15,40,25,16,28,15,23,0,0,0,4,0,9,0,7,0,0,5,19,0,3,0,4,0,4,3,7,0,4,0,0,18,7,0,0,0,0,5,0,0,0,6,0,0,0,0,0,153,500
20607114112,0,0,0,39,19,5,27,34,39,19,41,18,19,0,9,0,6,6,7,0,7,0,4,8,14,4,9,0,11,0,4,3,3,0,7,0,4,22,0,0,0,0,0,0,0,0,3,6,0,0,5,4,0,196,622
20607114113,6,7,0,22,3,0,8,27,24,10,16,7,6,0,0,0,0,0,0,0,6,0,0,0,3,3,7,0,3,0,3,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,265
20607114114,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,18,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,5,0,4,0,0,0,4,3,381,443
20607114115,0,6,0,36,8,4,17,41,32,22,26,12,12,0,5,5,0,9,4,4,3,0,3,5,7,0,9,0,3,0,3,4,7,0,6,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,100,422
20607114116,3,4,0,27,9,4,3,27,22,16,25,9,7,0,3,0,8,0,5,0,0,0,0,4,8,0,0,0,3,0,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,115,362
20607114117,5,3,0,21,17,0,9,34,11,5,20,17,6,0,7,3,0,0,7,0,0,0,5,7,12,0,9,0,5,0,0,3,7,0,5,0,5,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,97,338
20607114118,0,0,0,14,9,0,4,26,15,3,15,4,10,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,3,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,176
20607114119,3,9,0,22,10,6,17,37,31,11,22,8,14,0,4,0,7,0,0,3,4,0,0,0,8,0,0,0,3,3,5,3,4,0,5,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,82,339
20607114120,5,0,0,28,9,3,0,26,18,7,15,8,13,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,6,3,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28,246
20607114121,0,8,0,12,3,0,5,12,15,4,6,0,5,0,0,0,0,0,0,3,9,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,120
20607114122,0,6,0,55,10,0,11,47,37,19,30,14,16,0,11,4,0,3,8,0,4,0,5,0,6,0,10,0,11,7,7,4,5,0,11,0,6,15,3,0,0,0,0,0,0,5,4,0,0,0,4,5,3,67,444
20607114123,0,4,0,49,24,5,16,94,36,17,42,24,18,0,10,5,0,0,3,0,3,0,0,5,16,3,3,0,10,0,4,8,12,0,3,0,3,7,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,69,529
20607114124,0,16,0,43,18,7,8,45,27,13,23,10,16,0,7,0,4,0,0,0,4,0,0,4,4,0,4,0,9,4,9,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,369
20607114125,0,8,0,30,7,7,12,51,34,11,14,10,13,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,3,0,4,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,70,322
20607114126,0,5,0,46,14,4,6,66,31,18,24,23,16,5,3,4,0,0,9,0,4,0,3,3,10,0,3,0,11,0,10,3,9,0,3,0,0,3,8,0,0,0,4,0,0,0,0,0,0,0,0,4,0,85,438
20607114127,0,3,0,42,16,5,15,54,30,15,22,23,15,0,0,0,0,0,3,0,0,0,3,5,9,0,6,0,9,3,3,7,3,0,3,0,4,14,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,61,402
20607114128,6,4,0,25,12,4,6,33,16,9,8,3,12,0,0,0,0,0,0,0,5,0,3,3,6,0,8,0,13,0,0,5,10,0,8,0,6,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,116,331
20607114201,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,0,5,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,11,0,0,0,5,0,0,4,323,388
20607114202,0,19,0,62,28,6,9,63,32,19,43,20,30,0,7,0,3,4,5,0,3,0,0,0,7,3,0,0,6,4,7,3,3,0,0,0,5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,147,580
20607114203,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,8,0,0,6,0,4,0,3,0,3,0,327,398
20607114204,0,0,0,0,3,0,3,6,3,4,4,3,5,0,0,0,0,0,5,0,4,0,9,17,0,3,0,0,3,0,5,3,4,0,0,0,0,11,0,0,0,0,13,4,0,14,0,9,0,6,3,0,3,478,629
20607114205,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,0,0,4,4,0,0,287,345
20607114206,0,9,0,39,9,0,13,34,20,14,17,3,17,0,3,0,3,0,6,3,0,0,3,3,14,0,4,0,7,0,3,0,4,0,3,0,3,12,3,0,0,0,0,3,0,4,0,0,0,3,0,4,0,156,443
20607114207,0,15,0,22,7,0,8,31,23,5,12,9,8,0,3,0,0,0,0,0,3,0,0,3,7,0,5,0,3,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,299
20607114208,0,10,0,35,20,6,11,40,25,14,21,0,28,0,3,0,0,0,4,0,10,0,9,4,14,0,0,0,9,0,8,4,8,0,4,0,3,8,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,135,465
20607114209,0,14,0,71,20,7,18,85,50,36,50,27,38,0,3,0,6,0,4,3,13,0,7,3,22,4,12,0,12,0,3,8,6,0,12,0,11,12,4,0,0,0,0,3,0,0,0,3,0,9,0,8,0,188,776
20607114210,0,13,0,28,12,3,4,52,20,14,30,11,26,0,4,0,4,0,0,0,3,0,7,5,17,5,6,0,10,0,0,12,5,0,5,0,5,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,129,454
20607114211,3,8,0,17,10,3,10,33,16,15,20,9,20,0,0,0,5,0,4,0,6,0,5,3,12,0,11,0,3,0,7,0,0,0,10,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,358
20607114212,0,9,0,21,15,6,7,34,34,19,23,9,19,0,4,0,4,0,3,4,4,0,0,6,14,0,4,0,7,0,11,5,7,0,3,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,161,462
20607114213,0,5,0,13,10,4,13,16,12,10,9,0,6,0,0,0,3,0,0,0,0,0,4,3,5,0,3,0,4,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,134,289
20607114214,4,4,0,12,4,0,8,20,11,11,16,0,4,0,0,0,0,0,4,0,4,0,0,3,13,3,6,0,3,0,0,0,0,0,0,0,6,8,4,0,0,0,6,4,0,0,0,4,0,0,3,0,0,141,305
20607114215,0,3,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,218,269
20607114216,0,11,0,42,11,3,20,38,38,12,21,10,18,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,9,6,0,0,6,0,0,0,6,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,379
20607114218,3,5,0,14,14,0,3,17,16,6,17,8,16,0,8,3,0,0,3,0,7,0,0,5,7,0,3,0,4,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,98,302
20607114219,8,3,0,28,13,0,10,42,28,9,26,18,18,0,0,3,3,0,6,0,0,0,0,0,10,0,5,0,9,5,4,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,129,403
20607114220,0,3,0,37,13,5,10,52,32,16,27,10,27,0,5,0,0,0,0,0,7,0,0,0,9,4,7,0,17,3,5,10,0,0,8,0,6,10,5,0,0,0,0,6,0,0,3,0,0,0,0,6,0,178,541
20607114221,0,6,0,32,27,4,17,33,32,5,17,9,17,0,3,0,5,3,7,0,6,0,3,10,17,0,3,0,8,5,10,10,0,0,3,0,3,16,7,0,0,0,0,0,0,0,0,5,0,0,3,0,3,220,560
20607114222,0,4,0,14,11,4,9,18,23,6,11,4,14,0,6,0,0,0,0,4,3,0,3,0,3,0,3,0,5,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,261
